resto_id,nama_restoran,preferensi_makanan,lokasi_restoran,Harga_Rata-Rata_Makanan_di_Toko (Rp),rating_toko,jenis_suasana,toko_sering_diskon_(Ya/Tidak),variasi_makanan,pelayanan_khusus_pasangan_(Ya/Tidak),entertainment,keramaian_restoran,disajikan/ambil_sendiri,all_you_can_eat/ala_carte,Lokasi
RT01J1,"Mie Bandung Chinese Food, Ngampilan",Chinese,3.23 km,39000,4.7,Santai,Tidak,"Bakmi, Nasi Goreng, Mie Ayam, Kwetiaw, Bakso Pangsit, Udang Goreng, Sop Ayam, Cumi Goreng, Capjay, Ayam Kecap",Tidak,3,3,Disajikan,Ala Carte,https://maps.app.goo.gl/yEFoAbWDFhBcanBZ9
RT02J1,"Soto Tauco Pekalongan Bu Iswi, Jalan Bimokurdo No.46, Gondokusuman, Demangan",Indonesia,3.01 km,19000,3.7,Santai,Tidak,"Bakso, Soto Tauco, Lontong, Es Teh, Es Jeruk, Teh Hangat",Tidak,2,2,Disajikan,Ala Carte,https://maps.app.goo.gl/j9gT3yrbncuXKaC48
RT03J1,"Bakso Urat dan Mie Ayam ""Pak Mir""",Indonesia,1.44 km,18000,3.6,Santai,Tidak,"Bakso, Sop Ayam, Jajanan, Es Jeruk, Es Teh",Tidak,2,2,Disajikan,Ala Carte,https://maps.app.goo.gl/HLC7w9tvJ9wzLMNWA
RT04J1,Soto Ayam Kampung Dan Soto Daging Sapi Pak Gendut,Indonesia,0.83 km,22000,3.8,Santai,Tidak,"Soto Daging, Soto Ayam, Perkedel, Es Teh, Es Jeruk",Tidak,1,2,Disajikan,Ala Carte,https://maps.app.goo.gl/rfywQEnYXS61CDRj6
RT05J1,Toba Tabo,Chinese,2.13 km,40000,4.7,Santai,Tidak,"Sate Babi, Babi Kecap, Bakmi Babi, Kopi, Es Kopi, Es Teh",Tidak,1,3,Disajikan,Ala Carte,https://maps.app.goo.gl/oJM1xoJi1ttNvh9r7
RT06J1,Sop Ayam Klaten Seturan,Indonesia,3.1 km,16000,4.5,Santai,Tidak,"Sop Ayam, Tempe Goreng, Sate Telur, Teh Panas, Es Jeruk, Air Mineral",Tidak,4,3,Disajikan,Ala Carte,https://maps.app.goo.gl/kxKdSA2ciEN6cn8u9
RT07J1,"Mochi Sakura, Plaza Ambarukmo",Japanese,3.73 km,41000,4.2,Santai,Ya,Mochi,Tidak,4,1,Disajikan,Ala Carte,https://maps.app.goo.gl/BAvqoP8TTZjdg1sb9
RT08J1,"Martabak Okonomiyaki BAMLY, Sonopakis",Japanese,5.58 km,25000,4.6,Santai,Ya,"Martabak, Okonomiyaki, Lemon Tea, Apple Tea",Tidak,2,3,Disajikan,Ala Carte,https://maps.app.goo.gl/CDQ3n5s46B3ZjnFb7
RT09J1,"Nasi Goreng Gemilang, Gedongkuning",Chinese,1.97 km,19000,4.7,Santai,Ya,"Nasi Goreng, Bihun Goreng, Kwetiaw, Fuyunghay, Ayam Penyet, Es Jeruk, Es Teh, Nutrisari",Tidak,3,2,Disajikan,Ala Carte,https://maps.app.goo.gl/a13SZq59zGNyHu357
RT10J1,"Restoran Mahkota (Tiong San), Pajeksan",Chinese,3.17 km,132000,4.7,Santai,Tidak,"Bihun Goreng, Bihun Kuah, Mie Goreng, Sup Bibir Ikan, Gurame Goreng, Babi Kecap, Sate Babi, Ayam Goreng",Tidak,3,1,Disajikan,Ala Carte,https://maps.app.goo.gl/LphJVYuXFuAHcTyP6
RT11J1,"Soto Pak Zaenal Barokah, Warungboto Umbulharjo",Indonesia,0.65 km,15000,4.5,Santai,Tidak,"Bakso, Soto Daging, Soto Ayam, Perkedel, Penyek, Tempe Goreng, Sate Usus, Sate Telur, Lontong, Es Teh, Es Jeruk",Tidak,4,2,Disajikan,Ala Carte,https://maps.app.goo.gl/qoTB6muZQ2xu5au3A
RT12J1,"Gyudel Bowl & Nasi Goreng, Depok",Japanese,5.2 km,29000,4.7,Formal,Tidak,"Nasi Goreng, Nasi Rames, Es Teh Serai, Lemon Tea",Tidak,2,1,Disajikan,Ala Carte,https://maps.app.goo.gl/7gCqtHAPS1Uer2o6A
RT13J1,"Sushi Story, Gejayan",Japanese,5.76 km,62000,4.6,Formal,Tidak,"Shusi, Macha Tea, Tempura",Tidak,2,3,Disajikan,Ala Carte,https://maps.app.goo.gl/Y15WzXPE7HjvvUnG6
RT14J1,"Burgerax, Imogiri Timur",Western,3.24 km,38000,4.6,Santai,Tidak,"Burger, Coca-Cola",Tidak,4,2,Disajikan,Ala Carte,https://maps.app.goo.gl/4rd73C4gZ1QTwVcn9
RT15J1,"Yamie Panda, Cokroaminoto",Chinese,4.3 km,28000,4.7,Santai,Ya,"Mie Yamin, Es Teh",Ya,3,1,Disajikan,Ala Carte,https://maps.app.goo.gl/J6DyhDyoSZ5Dazvx9
RT16J1,"Kedai Mie Nyinyir, Sorogenen",Indonesia,1.46 km,22000,4.7,Santai,Ya,"Mie Goreng, Dimsum",Tidak,2,2,Disajikan,Ala Carte,https://maps.app.goo.gl/2WvcKKWwJ8FsUtmG9
RT17J1,"Dudidu Dimsum, ISI",Chinese,5.54 km,40000,4.6,Santai,Ya,"Dimsum, Gohyong",Tidak,4,2,Disajikan,Ala Carte,https://maps.app.goo.gl/xMvgKH7sVtEUdEYg9
RT18J1,"Kwetiaw Goreng Dan Nasi Goreng Seafood Makjoss, Batikan",Chinese,0.72 km,25000,4.6,Santai,Tidak,"Kwetiaw, Nasi Goreng, Bakmi Ayam, Capjay",Tidak,1,3,Disajikan,Ala Carte,https://maps.app.goo.gl/YVCStn4w2wx54DX79
RT19J1,"Double O Resto, Tegalrejo",Japanese,4.61 km,30000,4.6,Santai,Tidak,"Kopi, Nasi Goreng, Cumi Goreng",Tidak,1,1,Disajikan,Ala Carte,https://maps.app.goo.gl/naEnkcXgaTMCH4b36
RT20J1,"HokBen Kitchen, Godean Jogjakarta",Japanese,5.22 km,49000,4.7,Formal,Tidak,Hokben,Tidak,4,1,Disajikan,Ala Carte,https://maps.app.goo.gl/d8NSzFtKQd4k3KyM7
RT21J1,Salad Sehat Fd,Japanese,4.79 km,30000,4.7,Santai,Tidak,Salad,Tidak,3,3,Disajikan,Ala Carte,https://maps.app.goo.gl/Rs92UFdWZaZfajhv8
RT22J1,"Bakmi Nikmat Rasa, Soragan",Indonesia,5.29 km,59000,4.6,Santai,Tidak,Bakmi,Tidak,3,1,Disajikan,Ala Carte,https://maps.app.goo.gl/U5RJ4pp3y8cc9aQH8
RT23J1,"GYU KATSU, CONDONGCATUR",Japanese,5.91 km,32000,4.7,Formal,Ya,"Gohyong, Sushi",Tidak,2,3,Disajikan,Ala Carte,https://maps.app.goo.gl/hyptpcjgEZudiF6b9
RT24J1,"Vegan Cafe Black Forest, Brontokusuman",Chinese,2.25 km,22000,4.7,Santai,Tidak,"Kopi, Beer, Pancake",Tidak,2,3,Disajikan,Ala Carte,https://maps.app.goo.gl/oHyKwnvx8YY42oAS6
RT25J1,"Chikuro Pakuwon Mall Jogja, Pakuwon Mall Lantai LG",Japanese,6.2 km,40000,4.6,Formal,Tidak,"Snacks, Japanese",Tidak,4,2,Disajikan,Ala Carte,https://maps.app.goo.gl/tyRbhf7yaYaBBaKE7
RT26J1,"Soto Sehati, Umbulharjo",Indonesia,0.75 km,26000,4.3,Santai,Tidak,"Soto Ayam, Krupuk, Sate Telur",Tidak,3,3,Disajikan,Ala Carte,https://maps.app.goo.gl/6YHdnz56B7KbKgWr7
RT27J1,"Bakso Urat & Mie Ayam Rizky, Sorogenen",Indonesia,1.5 km,17000,4.8,Santai,Tidak,"Bakso,Mie Ayam",Tidak,2,2,Disajikan,Ala Carte,https://maps.app.goo.gl/BhHJrJa25BzvELUL9
RT28J1,Izakaya Japanese Resto,Japanese,5.55 km,120000,4.8,Formal,Tidak,"Beverages, Japanese, Seafood",Tidak,4,2,Disajikan,Ala Carte,https://maps.app.goo.gl/a13SZq59zGNyHu357
RT29J1,Yani's Kitchen,Chinese,3.58 km,26000,4.4,Santai,Tidak,"Chinese, Ayam & bebek, Aneka nasi, Bakmi",Tidak,2,3,Disajikan,Ala Carte,https://maps.app.goo.gl/LphJVYuXFuAHcTyP6
RT30J1,"Seafood 99, Wonocatur",Chinese,2.33 km,23000,4.7,Santai,Tidak,"Chinese, Seafood, Aneka nasi",Tidak,1,1,Disajikan,Ala Carte,https://maps.app.goo.gl/qoTB6muZQ2xu5au3A
RT31J1,"Hotaru Ramen, Banguntapan",Japanese,2.84 km,36000,4,Santai,Tidak,"Fast food, Japanese, Noodles",Tidak,4,3,Disajikan,Ala Carte,https://maps.app.goo.gl/7gCqtHAPS1Uer2o6A
RT32J1,Kantin Mama Mirza,Indonesia,0.99 km,17000,4.2,Santai,Tidak,"Jajanan, Bakso, Mie Goreng, Mie Rebus",Tidak,3,2,Disajikan,Ala Carte,https://maps.app.goo.gl/22qB7qTdfPwcssbF6
RT33J1,"Mitsuru Ramen, Foodcourt135",Japanese,4.87 km,35000,4.3,Santai,Tidak,Japanese,Tidak,1,2,Disajikan,Ala Carte,https://maps.app.goo.gl/qUPhfyAtWVb9QHCo9
RT34J1,"Warung Ramen N Katsu, Chapter 1 Menteri Supeno",Japanese,0.74 km,30000,4.6,Santai,Tidak,Japanese,Tidak,2,2,Disajikan,Ala Carte,https://maps.app.goo.gl/RG773cpVWg1CAbKp6
RT35J1,Deta Kitchen,Japanese,5.68 km,16000,4.4,Santai,Tidak,"Japanese, Chinese",Tidak,3,2,Disajikan,Ala Carte,https://maps.app.goo.gl/jUGcF934kQDEuf7u9
RT36J1,"Chicken Katsu Domreneo, Suryodiningratan",Japanese,3.01 km,21000,3.4,Santai,Ya,"Japanese, Rice, Chicken & duck",Tidak,1,3,Disajikan,Ala Carte,https://maps.app.goo.gl/4TyneW3EVVfgxarb9
RT37J1,"Sushi Yay, Selokan Yogya",Japanese,5.11 km,82000,4.7,Santai,Ya,"Japanese, Rice, Fast food, Chicken & duck",Tidak,4,2,Disajikan,Ala Carte,https://maps.app.goo.gl/tpKNMrJJawbt4WW1A
RT38J1,Tanoshi Bedjo Homestay,Japanese,6.4 km,66000,4.5,Santai,Ya,"Japanese, Rice, Sate",Tidak,1,1,Disajikan,Ala Carte,https://maps.app.goo.gl/5QNjpirVv8Ee78VN7
RT39J1,Kantin Siap Saji Zupa Soup The Eifel,Western,1.56 km,22000,3.9,Santai,Tidak,"Pizza & pasta, Rice, Western",Tidak,2,2,Disajikan,Ala Carte,https://maps.app.goo.gl/rSBpPWXWcLXCDT9B6
RT40J1,Penyetan Ayam Bakar Dan Suki Tomyam Yss Food,Japanese,6.09 km,32000,4.8,Santai,Tidak,"Rice, Chicken & duck, Japanese",Tidak,2,3,Disajikan,Ala Carte,https://maps.app.goo.gl/VwKNdee7r2WQJyUFA
RT41J1,"Kedai Jagoan Moy-Moy, Tamsis",Chinese,1.32 km,12000,4.7,Santai,Tidak,"Sweets, Chinese",Tidak,4,2,Disajikan,Ala Carte,https://maps.app.goo.gl/aSpTGtdTDuSMfWz4A
RT42J1,"AMco, Parangtritis",Japanese,2.47 km,108000,4.7,Formal,Tidak,"Western, Japanese, Pizza & pasta",Tidak,1,1,Disajikan,Ala Carte,https://maps.app.goo.gl/Jn9sQQ2hqrf6QU2B9
RT43J1,"The Rock Burger, Melati Wetan",Western,2.42 km,50000,4.7,Santai,Tidak,"Western, Rice, Fast food",Tidak,2,1,Disajikan,Ala Carte,https://maps.app.goo.gl/wY2K3BwjmMBMm8KM9
RT44J1,"Lotek Gado-Gado Bu Ning, Tamansiswa",Indonesia,1.34 km,26000,4.7,Santai,Tidak,"Aneka nasi, Ayam & bebek, Bakso & soto",Tidak,4,3,Disajikan,Ala Carte,https://maps.app.goo.gl/CDQ3n5s46B3ZjnFb7
RT45J1,"Pecel Lele Dan Bakso Mie Ayam Sakolehe, Umbulharjo",Indonesia,0.53 km,20000,4.5,Santai,Tidak,"Aneka nasi, Ayam & bebek, Bakso & soto",Tidak,3,2,Disajikan,Ala Carte,https://maps.app.goo.gl/a13SZq59zGNyHu357
RT46J1,"Pawon Mbokdis, Mantrigawen Lor",Japanese,2.28 km,20000,4.6,Santai,Tidak,"Aneka nasi, Bakmi, Chinese",Tidak,4,2,Disajikan,Ala Carte,https://maps.app.goo.gl/LphJVYuXFuAHcTyP6
RT47J1,"Rm & Seafood 99, Sorowajan",Chinese,2.91 km,22000,4.2,Santai,Ya,"Aneka nasi, Bakmi, Chinese",Tidak,2,2,Disajikan,Ala Carte,https://maps.app.goo.gl/qoTB6muZQ2xu5au3A
RT48J1,"Pecel Lele, Rawon Dan Soto Lamongan Yuk In, Giwangan, Umbulharjo",Indonesia,1.38 km,15000,3.9,Santai,Tidak,"Aneka nasi, Bakso & soto",Tidak,3,2,Disajikan,Ala Carte,https://maps.app.goo.gl/7gCqtHAPS1Uer2o6A
RT49J1,"Ayam Geprek DBC, Beskalan",Indonesia,3.01 km,21000,4.7,Santai,Tidak,"Aneka nasi, Bakso & soto, Ayam & bebek, Minuman",Tidak,1,1,Disajikan,Ala Carte,https://maps.app.goo.gl/qeiyEasmabYYCA7k6
RT50J1,"Nasi Goreng & Halal Chinesefood MakJoss, Rumah Pagar Biru Salon Yuli",Chinese,0.72 km,25000,4.5,Santai,Ya,"Aneka nasi, Chinese, Bakmi",Tidak,2,2,Disajikan,Ala Carte,https://maps.app.goo.gl/Z87KuzxkCCGoYoem7
RT51J1,"Soto Ayam 61, Gondomanan",Indonesia,3.01 km,19000,4.5,Santai,Tidak,"Ayam & bebek, Bakso & soto",Tidak,4,1,Disajikan,Ala Carte,https://maps.app.goo.gl/itDKgcFrTVGErbKN9
RT52J1,"Seblak Mang Cepot & Baso Aci Hoax, Umbulharjo",Indonesia,0.53 km,19000,4.6,Santai,Ya,"Ayam & bebek, Bakso & soto, Cepat saji",Tidak,3,3,Disajikan,Ala Carte,https://maps.app.goo.gl/8RRpkwbY8SyicAM2A
RT53J1,"Bakso Lontong Djeng Thathit, Suryodiningratan",Indonesia,3.06 km,16000,4,Santai,Tidak,Bakso & soto,Tidak,4,3,Disajikan,Ala Carte,https://maps.app.goo.gl/HxXhoFRoNX8itqjC6
RT54J1,"Bakso Urat Arema Soringin, Langensari",Indonesia,3.02 km,19000,4.4,Santai,Tidak,Bakso & soto,Tidak,3,2,Disajikan,Ala Carte,https://maps.app.goo.gl/c3xZeWMWFm59MFFa7
RT55J1,"Bakso Urat Cak Ari, Mataram",Indonesia,3.1 km,20000,4.5,Santai,Tidak,Bakso & soto,Tidak,4,2,Disajikan,Ala Carte,https://maps.app.goo.gl/sf16Yku2QPixKkpXA
RT56J1,"Soto Daging Lamongan Cak Ngun, Jl. Veteran No 212 Umbulharjo",Indonesia,0.43 km,24000,4.5,Santai,Tidak,Bakso & soto,Tidak,2,2,Disajikan,Ala Carte,https://maps.app.goo.gl/TNqBhTAuJqFCAtfV7
RT57J1,"Tahu Walik & Soto Warisan, Masjid Umbulharjo",Indonesia,0.53 km,19000,4.6,Santai,Tidak,"Jajanan, Cepat saji, Bakso & soto",Tidak,3,2,Disajikan,Ala Carte,https://maps.app.goo.gl/ixx7fxJfJ63tq5MG6
RT58J1,Raja Sate & Soto,Indonesia,0.76 km,27000,4.9,Santai,Tidak,"Cepat saji, Sate, Bakso & soto",Tidak,1,2,Disajikan,Ala Carte,https://maps.app.goo.gl/V3cYYejbaWrurYZj8
RT59J1,CHICKATS,Japanese,6.4 km,25000,4.7,Santai,Tidak,"Chicken & duck, Rice, Japanese",Tidak,3,1,Disajikan,Ala Carte,https://maps.app.goo.gl/GygPTkADmXf5QKiBA
RT60J1,Chinese Food / Sea Food Kondang,Chinese,2.33 km,31000,4.8,Santai,Tidak,"Chinese, Ayam & bebek, Seafood",Tidak,4,2,Disajikan,Ala Carte,https://maps.app.goo.gl/TgDbeAY74EiJdJ8T9
RT61J1,"Pepper Lunch, Hartono Mall",Japanese,6.02 km,92000,4.9,Formal,Ya,"Western, Japanese, Rice, Chicken & duck",Tidak,3,1,Disajikan,Ala Carte,https://maps.app.goo.gl/Yjo9fBAqKYHbXzxj9
RT62J1,"Seblak Asgar, Lowanu",Indonesia,1.42 km,33000,4.5,Santai,Tidak,"Jajanan, Bakso & soto",Tidak,4,2,Disajikan,Ala Carte,https://maps.app.goo.gl/QiSiVJ2PKfk7R9zB8
RT63J1,"Tora Tora, Kaliurang",Japanese,5.24 km,28000,4.6,Santai,Ya,"Japanese, Rice",Tidak,3,2,Disajikan,Ala Carte,https://maps.app.goo.gl/fiN3zkRURPtkN6D17
RT64J1,"Warung Makan Bu Sri, Umbulharjo",Indonesia,1.1 km,13000,4.4,Santai,Tidak,"Aneka nasi, Ayam & bebek, Bakso & soto",Tidak,1,3,Disajikan,Ala Carte,https://maps.app.goo.gl/WghrSoj9j3pbD95J9
RT65J1,"Rumah Makan Terang Mulyo, Katamso",Chinese,2.07 km,42000,4.8,Santai,Ya,"Aneka nasi, Bakmi, Chinese",Tidak,4,3,Disajikan,Ala Carte,https://maps.app.goo.gl/3Mk79Py6HGssMQqE8
RT66J1,SGPC Sop Penyetan Bu Wiryo Cendana,Indonesia,1.49 km,18000,4.8,Santai,Tidak,"Aneka nasi, Bakso & soto",Tidak,3,3,Disajikan,Ala Carte,https://maps.app.goo.gl/UsYoWaBrzg68aaR47
RT67J1,"Berkah Abadi, Pasar Kranggan",Chinese,4.13 km,28000,4.2,Santai,Tidak,"Ayam & bebek, Chinese",Tidak,1,2,Disajikan,Ala Carte,https://maps.app.goo.gl/X8WkhYuPC7JRRDiG7
RT68J1,"Mie Ayam Dan Bakso Babaran, Umbulharjo",Indonesia,0.29 km,17000,4.5,Santai,Tidak,"Bakmi, Bakso & soto",Tidak,3,2,Disajikan,Ala Carte,https://maps.app.goo.gl/SKLab3o5HoE3Nwub9
RT69J1,Yamie Singkawang,Chinese,2.08 km,45000,4.7,Santai,Tidak,"Bakmi, Chinese",Tidak,4,3,Disajikan,Ala Carte,https://maps.app.goo.gl/piStofXgHs6iYqo66
RT70J1,"Yamie Panda, Timoho",Chinese,1.91 km,28000,4.7,Santai,Ya,"Bakmi, Bakso & soto, Chinese",Ya,3,3,Disajikan,Ala Carte,https://maps.app.goo.gl/xmcFoHc4FpNpumJK9
RT71J1,"Cak No Chinese Food, Jogoyudan",Chinese,3.72 km,25000,4.7,Santai,Ya,"Aneka nasi, Bakmi, Chinese",Tidak,3,1,Disajikan,Ala Carte,https://maps.app.goo.gl/MNcwAVBfFEXiiGv1A
RT72J1,Warung Sop Iga Dan Soto Betawi Bu Tya,Indonesia,1.08 km,28000,4.5,Santai,Tidak,"Aneka nasi, Bakso & soto",Tidak,3,3,Disajikan,Ala Carte,https://maps.app.goo.gl/W6NpLeH6vRSmGGYw8
RT73J1,"Bakso dan Mie Ayam Muncul, Jl. Nyi Wiji Adhisoro",Indonesia,0.86 km,14000,4.5,Santai,Tidak,Bakso & soto,Tidak,1,3,Disajikan,Ala Carte,https://maps.app.goo.gl/vz1AemcDL9c7P7wo8
RT74J1,"Sop Ayam Pak Min Klaten, Taman Siswa",Indonesia,1.23 km,20000,4.7,Santai,Ya,"Bakso & soto, Ayam & bebek, Aneka nasi",Tidak,2,3,Disajikan,Ala Carte,https://maps.app.goo.gl/ixx7fxJfJ63tq5MG6
RT75J1,"Warung Makan Bu Week, Tegalturi",Indonesia,1.37 km,15000,4.3,Santai,Tidak,"Bakso, soto, Nasi Rawon, Mie Kopyok",Tidak,4,3,Disajikan,Ala Carte,https://maps.app.goo.gl/fsFuEGenKP24UVwd8
RT76J1,"Zona Seafood, Kotabaru",Chinese,3.24 km,44000,4.8,Santai,Tidak,"Seafood, Chinese",Tidak,3,3,Disajikan,Ala Carte,https://maps.app.goo.gl/HxVsRwZu9X7jQo76A
RT77J1,"Rumah Makan Tio Asli Ciu Chinese Food & Sea Food, Jetis",Chinese,3.84 km,120000,4.5,Santai,Tidak,"Seafood, Bakmi, Chinese",Tidak,4,2,Disajikan,Ala Carte,https://maps.app.goo.gl/mK5wjyxpz2dDM7T86
RT78J1,"Manalagi KQ 5, Ngampilan",Chinese,3.7 km,26000,4.7,Santai,Tidak,"Seafood, Chinese",Tidak,1,2,Disajikan,Ala Carte,https://maps.app.goo.gl/3zz7Ru66ShKZKf698
RT79J1,"Sate Taichan Hitz, Gejayan",Japanese,3.63 km,32000,4.6,Santai,Tidak,"Snacks, Japanese, Sate",Tidak,2,3,Disajikan,Ala Carte,https://maps.app.goo.gl/LQ9fhnVCAqwoUfGz6
RT80J1,"Kebab Turki Babarafi, Babarsari",Western,4.55 km,23000,4.2,Santai,Tidak,"Snacks, Western",Tidak,4,3,Disajikan,Ala Carte,https://maps.app.goo.gl/7kDM9vHCADzXSnwH6
RT81J1,"RamenYa!, Plaza Ambarrukmo",Japanese,3.71 km,73000,4.6,Santai,Tidak,"Japanese, Rice, Noodles",Tidak,2,3,Disajikan,Ala Carte,https://maps.app.goo.gl/oEhhfSW2EE2WpWVbA
RT82J1,"Ono Dimsum, Baciro",Japanese,2.35 km,17000,4.6,Santai,Tidak,"Chinese, Jajanan",Tidak,4,2,Disajikan,Ala Carte,https://maps.app.goo.gl/xMLLtvnjC1FudBSP6
RT83J1,"RM Makmur Chinese Food, Sosromenduran",Chinese,3.66 km,40000,4.7,Santai,Tidak,"Aneka nasi, Bakmi, Chinese",Tidak,2,3,Disajikan,Ala Carte,https://maps.app.goo.gl/wbuF352F2i3wSxKn9
RT84J1,"Brongkos Koyor dan Sop Buntut Mbak Ris, Balaikota",Indonesia,1.51 km,30000,4.7,Santai,Tidak,"Aneka nasi, Bakso & soto, Seafood",Tidak,2,1,Disajikan,Ala Carte,https://maps.app.goo.gl/oKX1Mpo23jcCBqaT7
RT85J1,Mie Ayam Goreng & Gado-gado Om Brewok,Indonesia,1.1 km,19000,4.6,Santai,Tidak,"Ayam & bebek, Bakmi, Bakso & soto",Tidak,1,3,Disajikan,Ala Carte,https://maps.app.goo.gl/S8u6A2L9qfvay8jR7
RT86J1,"Bebek Peking dan Ayam Panggang Pak Gembul, Jl KH Ahmad Dahlan No 40",Chinese,3.16 km,45000,4.5,Santai,Tidak,"Ayam & bebek, Chinese, Aneka nasi",Tidak,1,2,Disajikan,Ala Carte,https://maps.app.goo.gl/UEfgBeNLXXi3vhF9A
RT87J1,"Soto Pak Zaenal, Dr. Supomo",Indonesia,0.86 km,15000,4.7,Santai,Tidak,Bakso & soto,Tidak,2,1,Disajikan,Ala Carte,https://maps.app.goo.gl/GWgdGCAXJ9rnXNjB7
RT88J1,Bakso Lapangan Tembak Senayan - Cendana,Indonesia,1.52 km,42000,4.6,Santai,Tidak,"Bakso & soto, Aneka nasi, Bakmi",Tidak,3,1,Disajikan,Ala Carte,https://maps.app.goo.gl/pfLkA5px4v6XusfQA
RT89J1,"Soto Ayam Jadul Mak Yem, Sorogenen",Indonesia,1.43 km,10000,4.6,Santai,Tidak,"Bakso & soto, Minuman",Tidak,1,3,Disajikan,Ala Carte,https://maps.app.goo.gl/fiN3zkRURPtkN6D17
RT90J1,"Ayam Geprek & Rice Bowl Tobiko Mentai, Karangkajen",Japanese,1.94 km,23000,4.7,Santai,Tidak,"Chicken & duck, Japanese, Beverages",Tidak,1,3,Disajikan,Ala Carte,https://maps.app.goo.gl/WghrSoj9j3pbD95J9
RT91J1,"Warung Makan Tokyo, Titik Maps Sabi Jogja",Japanese,4.06 km,17000,4.2,Santai,Ya,"Rice, Japanese, Seafood",Tidak,3,1,Disajikan,Ala Carte,https://maps.app.goo.gl/3Mk79Py6HGssMQqE8
RT92J1,RM. Gajah jaya,Chinese,3.31 km,25000,4.6,Santai,Tidak,Chinese,Tidak,1,1,Disajikan,Ala Carte,https://maps.app.goo.gl/UsYoWaBrzg68aaR47
RT93J1,NABE COFFEE Soragan,Japanese,5.13 km,36000,4.8,Santai,Tidak,"Bakery, Japanese, Coffee",Tidak,3,2,Disajikan,Ala Carte,https://maps.app.goo.gl/X8WkhYuPC7JRRDiG7
RT94J1,"Mie Jakarta Express, Galeria Mall",Chinese,3.46 km,48000,4.6,Santai,Tidak,"Bakmi, Seafood, Chinese",Tidak,4,3,Disajikan,Ala Carte,https://maps.app.goo.gl/SKLab3o5HoE3Nwub9
RT95J1,Soto Ayam Pak Satar,Indonesia,0.31 km,13000,4.5,Santai,Tidak,Bakso & soto,Tidak,3,2,Disajikan,Ala Carte,https://maps.app.goo.gl/piStofXgHs6iYqo66
RT96J1,"Mie Ayam Sae Raos, Jl Sidikan No. 71 Sorosutan",Indonesia,1.18 km,14000,4.2,Santai,Tidak,"Bakso & soto, Bakmi",Tidak,1,2,Disajikan,Ala Carte,https://maps.app.goo.gl/xmcFoHc4FpNpumJK9
RT97J1,"Happy Juice & Soto Padang, Umbulharjo",Indonesia,0.77 km,18000,4.5,Santai,Tidak,"Bakso & soto, Minuman",Tidak,1,2,Disajikan,Ala Carte,https://maps.app.goo.gl/MNcwAVBfFEXiiGv1A
RT98J1,"Kebab Jawa, Sorogenen",Western,1.54 km,18000,4.5,Santai,Tidak,Western,Tidak,4,2,Disajikan,Ala Carte,https://maps.app.goo.gl/W6NpLeH6vRSmGGYw8
